,date,is_about_hp,text,preprocessed_text,score_vader,vader_class
2731,2015-09-03,False,The idea of giving money to aid organisations had never occurred to me. Thanks for the prompt! https://t.co/bvotaTe8g9,idea give money aid organisation never occur thanks prompt,-0.3412,negative
2732,2015-09-03,False,"RT @kevwodonnell: The Labour Party, the Lib Dems, the Greens, the SNP, the Scottish Conservatives and the SDLP all say #refugeeswelcome. Fe…%",labour party lib dems green snp scottish conservative sdlp say refugeeswelcome fe,0.4019,positive
2733,2015-09-03,False,"If you can't imagine yourself in one of those boats, you have something missing. They are dying for a life worth living. #refugeeswelcome",imagine one boat something miss die life worth live refugeeswelcome,-0.5574,negative
2734,2015-09-03,False,"RT @DMiliband: Definition of a refugee is being muddied, diluted, undermined— and it's incredibly dangerous. Interview with @maddow: http:/…",definition refugee muddy dilute undermined incredibly dangerous interview,-0.7089,negative
2735,2015-09-03,False,RT @guardian: This refugee crisis was a test for David Cameron. He’s flunked it | John Harris http://t.co/tVNbxbdmHP,refugee crisis test david cameron flunk john harris,-0.7506,negative
2736,2015-09-03,False,RT @br_uk: Bayern Munich to host training camps and donate €1m for refugees. Brilliant stuff 👏🏼 http://t.co/fkbYMKU0lG http://t.co/fhqtuQdQ…,bayern munich host training camp donate refugee brilliant stuff,0.5859,positive
2737,2015-09-03,False,RT @Roy_Rickhuss: We have a moral responsibility to help those asylum seekers who desperately need our support. Sign the petition now. http…,moral responsibility help asylum seeker desperately need support sign petition,0.4215,positive
2738,2015-09-03,False,RT @1001ptsUK: Sturgeon: Cameron's refugee stance 'utterly shameful' (http://t.co/Hg0KSlIk2A) http://t.co/2zishoMzGf http://t.co/aBuoOLCsc5,sturgeon cameron refugee stance utterly shameful,-0.5413,negative
2739,2015-09-03,False,"RT @BBCWorldatOne: ""We have to deal with the crisis which is on our doorstep"" - @nicolablackwood #wato http://t.co/eSEy8AeoJ8 http://t.co/Y…",deal crisis doorstep wato,-0.6249,negative
2740,2015-09-03,False,"RT @PippaCrerar: Boris Johnson adds to pressure on PM to take more Syrian refugees saying it is our ""moral responsibilty"" to take those fle…",boris johnson add pressure pm take syrian refugee say moral responsibilty take fle,-0.296,negative
2741,2015-09-03,False,RT @guardian: Germany greets refugees with help and kindness at Munich central station http://t.co/NPiUMKCOO0 http://t.co/UuPmuQKR5x,germany greets refugees help kindness munich central station,0.743,positive
2742,2015-09-03,False,RT @kdugdalemsp: Will the focus on 1 of 1000s of tragedies move our PM to show some humanity and offer refuge? http://t.co/aYcCDVmFyw,focus tragedy move pm show humanity offer refuge,-0.6597,negative
2743,2015-09-03,False,"RT @catherinemep: Front pages of newspapers today. Wake up Cameron, it's time for UK to play our part in responding to #refugeecrisis http:…",front page newspaper today wake cameron time uk play part respond refugeecrisis,0.34,positive
2744,2015-09-03,False,RT @noreenahertz: Cameron's unwillingness to help refugees is truly shameful. We cannot stand by and do nothing. If not us then who?,cameron unwillingness help refugee truly shameful can not stand nothing u,0.34,positive
2745,2015-09-02,False,"RT @savechildrenuk: Every day, more children’s lives are put in jeopardy. #ShameOnEurope – the EU must act now. http://t.co/k2dc4eA9nu http…",every day child live put jeopardy shameoneurope eu must act,-0.4767,negative
2746,2015-09-02,False,@wreckemkellie Thank you x,thank,0.3612,positive
2747,2015-09-02,False,@PhelpsieSarah I'm up for that.,,0.0,neutral
2748,2015-09-02,False,RT @MaajidNawaz: WARNING GRAPHIC: Syrian. Boy. Innocent. Refugee. Drowned. Dead. Human. Human. Human. Human. http://t.co/d8BnouNeaW,warn graphic syrian boy innocent refugee drown dead human human human human,-0.7906,negative
2749,2015-09-02,False,Want the Daily Express to care that you're trying to find a safe home?  Be a dog. http://t.co/4F46vcWBWu,want daily express care try find safe home dog,0.7506,positive
2750,2015-09-02,False,"RT @noreenahertz: Amidst all the depressing stories of indifference, xenophobia and fearmongering this one gives us hope. https://t.co/TpJy…",amidst depress story indifference xenophobia fearmongering one give u hope,-0.128,negative
2751,2015-09-02,False,RT @UN_Women: 15-year-old girl invents software to combat #cyberbullying by recognizing &amp; discouraging harmful messages: http://t.co/hVp8Gd…,year old girl invents software combat cyberbullying recognize amp discourage harmful message,-0.6369,negative
2752,2015-09-01,True,"Have just heard that James S Potter has been Sorted (to nobody's surprise) into Gryffindor. Teddy Lupin (Head Boy, Hufflepuff) disappointed.",heard james potter sort nobody surprise gryffindor teddy lupin head boy hufflepuff disappoint,-0.1531,negative
2753,2015-09-01,False,RT @astroehlein: Merkel is spot on. The rest of the EU needs to follow her lead. http://t.co/ufwQ5gv7an http://t.co/mXoCi02qUG,merkel spot rest eu need follow lead,0.0,neutral
2754,2015-09-01,False,"RT @sunny_hundal: Excellent attack by Yvette Cooper on how UK gov't has responded to the refugee crisis, in speech today https://t.co/fazSV…",excellent attack yvette cooper uk gov respond refugee crisis speech today,-0.5423,negative
2755,2015-09-01,True,@JRhodesPianist Safe travels and glad to hear about those eight hours. #envious xxx,safe travel glad hear eight hour envious xxx,0.5859,positive
2756,2015-09-01,True,Now worried that he'll be irritated by the number of people saying hi.  https://t.co/6keaEOsKS0,worry irritated number people say hi,-0.6808,negative
2757,2015-09-01,True,"Thanks! Say 'hi' back, but only if it won't interrupt any burgeoning friendships. https://t.co/Al54tGHvWK",thanks say hi back interrupt burgeoning friendship,0.5267,positive
2758,2015-09-01,True,"I'm in Edinburgh, so could somebody at King's Cross wish James S Potter good luck for me? He's starting at Hogwarts today. #BackToHogwarts",edinburgh could somebody king cross wish james potter good luck start hogwarts today backtohogwarts,0.8225,positive
2759,2015-08-30,False,@matthaig1 Me too.,,0.0,neutral
2760,2015-08-30,False,@SSandrigon And I hope you've noticed where I got 'Dolohov'.,hope notice get dolohov,0.4404,positive
2761,2015-08-30,False,@ArtyBagger Happy birthday Mu xxx,happy birthday mu xxx,0.5719,positive
2762,2015-08-30,False,"The great, humane and inspirational Oliver Sacks has died. He wrote this recently. That's a life well-lived. http://t.co/ZnaKrOzkBm",great humane inspirational oliver sack die write recently life well live,0.6808,positive
2763,2015-08-29,False,RT @Scotlandteam: A convincing win by @Scotlandteam with six stunning tries!!!  FULL-TIME: Scotland 48 - 7 Italy #SCOvITA #AsOne http://t.c…,convince win six stunning try full time scotland italy scovita asone,0.8126,positive
2764,2015-08-29,False,"I feel your pain, Andrea.  Sorry.

*whispers* Hooray.

#AsOne https://t.co/pemMT0dgKS",feel pain andrea sorry whisper hooray asone,-0.0772,negative
2765,2015-08-29,False,@NeilBlairTBP The Hammers have won at Anfield and @Scotlandteam smashing Italy at Murrayfield! What a day to be alive!,hammer anfield smash italy murrayfield day alive,0.3818,positive
2766,2015-08-29,False,"Riddikulus in action, this is. If only bigots were Boggarts. https://t.co/a3fRI6CgMX",riddikulus action bigot boggarts,0.0,neutral
2767,2015-08-28,False,"So proud of my boys.  Even after all these years, they still want to kick each other's arses. http://t.co/nwQI7s4jka",proud boy even year still want kick ars,0.5267,positive
2768,2015-08-28,False,"@MichaelPDeacon Dear God, man, we've barely shaken hands and agreed we're both nervous. Time enough to lower expectations later.",dear god man barely shaken hand agree nervous time enough low expectation later,0.6859,positive
2769,2015-08-28,False,@JournoStephen @MichaelPDeacon I'm not going to lie. It helps.,go lie help,0.4019,positive
2770,2015-08-28,False,@MichaelPDeacon I don't like to commit until I'm sure.,like commit sure,0.7184,positive
2771,2015-08-26,False,"@__dominika You're a Slytherpuff. They're incredibly rare, so well done.",slytherpuff incredibly rare well do,0.3353,positive
2772,2015-08-26,False,RT @lumos: Where have all the children gone? The @TheSTMagazine @niccijsmith reports on harm of #orphanage care #Nepal (paywall) http://t.c…%,child go report harm orphanage care nepal paywall,-0.0772,negative
2773,2015-08-26,False,"RT @mehdirhasan: Pls dont share the VA shooting videos, inc the new one by the shooter. Pls dont. Just awful.",pls dont share va shoot video inc new one shooter pls dont awful,0.4986,positive
2774,2015-08-25,False,@Vividscarletsky You can definitely call me Jo. Sleep well xxx,definitely call jo sleep well xxx,0.5859,positive
2775,2015-08-25,False,@Vividscarletsky giving away rather a lot. Sending you sleepy vibes. X,give away rather lot send sleepy vibe,0.0,neutral
2776,2015-08-25,False,"@Vividscarletsky I sincerely hope you aren't being sent rude tweets! You raised an important point, I just can't address fully without 1/2",sincerely hope sent rude tweet raise important point address fully without,0.5859,positive
2777,2015-08-25,False,Lecteurs confuses: je suis fière de mes ancêtres français et normans! Le tweet précédent est une blague à propos du nationalisme écossais.,lecteurs confuses je suis fière de me ancêtres français et norman le tweet précédent est une blague propos du nationalism écossais,-0.3182,negative
2778,2015-08-25,True,@Vividscarletsky Perhaps wait until you see the movie to judge? It is a trilogy and all the characters have not been revealed or cast yet.,perhaps wait see movie judge trilogy character reveal cast yet,0.0,neutral
2779,2015-08-25,True,@Vividscarletsky Everyone in #FantasticBeasts is not white.,everyone fantasticbeasts white,0.0,neutral
2780,2015-08-25,False,"""Corrupt norman rule.""

The English aren't just bastards, they're French bastards. #CivicNationalism http://t.co/OB4Aj9bMcS",corrupt norman rule english bastard french bastard,-0.7906,negative
2781,2015-08-25,False,"@GlasgowAlbum @BrianSpanner1 I'd like to thank them personally for that, because I think I know what end of the torch I'd have been on.",like thank personally think know end torch,0.6124,positive
2782,2015-08-25,False,"@BrianSpanner1 The present is rubbish because Wastemonster, Red Tories and MSM lies. Saor Alba.",present rubbish wastemonster red tory msm lie saor alba,0.0,neutral
2783,2015-08-25,False,@Michael2014abc @JournoStephen The piece you're so angry about states that it is not anti-Semitic to be critical of the Israeli gov.,piece angry state anti semitic critical israeli gov,-0.7845,negative
2784,2015-08-25,False,"@BrianSpanner1 ""He spends part of his time in a fantasy world in which things happen as they should..."" https://t.co/rkAYdajX4l",spends part time fantasy world thing happen,0.0,neutral
2785,2015-08-25,False,"@BrianSpanner1 ""every nationalist is haunted by the belief that the past can be altered"" - George Orwell https://t.co/rkAYdajX4l",every nationalist haunt belief past alter george orwell,-0.4019,negative
2786,2015-08-25,False,"@eelie_ @JournoStephen Wow, I hadn't thought of it like that. Well-argued.",wow think like well argue,0.7184,positive
2787,2015-08-25,False,@Bruce18Jen @JournoStephen Well done! You proved the point of the article.,well do prove point article,0.2732,positive
2788,2015-08-25,False,@Michael2014abc @JournoStephen You just proved one of the points of the article with that response.,prove one point article response,0.0,neutral
2789,2015-08-25,False,"RT @JournoStephen: ""We lack a language to talk about anti-Semitism because too many on the Left don't consider it a serious problem"" http:/…",lack language talk anti semitism many leave consider serious problem,-0.7783,negative
2790,2015-08-25,False,RT @matthewchampion: I'd like to pitch a series where Rupert squints at things affected by climate change and goes 'looks alright to me' ht…,like pitch series rupert squint thing affect climate change go look alright ht,0.5423,positive
2791,2015-08-24,False,RT @danbarker: Every sentence in this Charles Moore @spectator article seems to be fighting to be the most foolish. http://t.co/aCMKcvlSwP,every sentence charles moore article seem fight foolish,-0.5267,negative
2792,2015-08-23,False,"RT @BBCSport: Gold! Jessica Ennis-Hill is back!

She wins the 800m &amp; takes the heptathlon at #Beijing2015 http://t.co/VRnhfmzZDx http://t.c…",gold jessica ennis hill back win amp take heptathlon beijing,0.5859,positive
2793,2015-08-23,False,"@JournoStephen @euanmccolm Oh, one of them. *Follows again*",oh one follow,0.0,neutral
2794,2015-08-23,False,@euanmccolm @JournoStephen Wait - I thought @euanmccolm was SWP?  *Unfollows*,wait think swp unfollows,0.0,neutral
2795,2015-08-23,False,"@HelenMilburn @JournoStephen I didn't mean to reopen old wounds, but all roads seem to lead to #HunkyJim...",mean reopen old wound roads seem lead hunkyjim,0.0,neutral
2796,2015-08-23,False,"@JournoStephen I grew up in the countryside, so I agree - but I've never found the Colonel Blimp type of man loveable or amusing.",grow countryside agree never find colonel blimp type man loveable amusing,0.6249,positive
2797,2015-08-23,False,@Stellla2a Oui!,oui,0.0,neutral
2798,2015-08-23,False,RT @HuffPostUK: This Spectator article about Liz Kendell and Yvette Cooper appears to be from the 1950s http://t.co/fsVFAIR2rG http://t.co/…,spectator article liz kendell yvette cooper appear,0.0,neutral
2799,2015-08-23,False,"@JournoStephen Non-PC country gentlemen represent about .1\% of the population, which is why they get so many newspaper columns, I suppose.",non pc country gentleman represent population get many newspaper column suppose,0.0,neutral
2800,2015-08-23,False,"@JournoStephen Was that entirely the looks thing? #HunkyJim raised people's blood pressure in other ways, Stephen...",entirely look thing hunkyjim raise people blood pressure way stephen,-0.296,negative
2801,2015-08-23,False,@JournoStephen 2/2 wondering whether enough people would fancy her to win her the leadership. The tone of Moore's piece very different.,wonder whether enough people would fancy win leadership tone moore piece different,0.5859,positive
2802,2015-08-23,False,"@JournoStephen 1/2 I thought #HunkyJim was great in every sense. However, you managed to get all through interviewing @LizforLeader without",think hunkyjim great every sense however manage get interview without,0.6249,positive
2803,2015-08-23,False,"@JournoStephen Also, enough with the cheekbones and the Welsh lilt.",also enough cheekbone welsh lilt,0.0,neutral
2804,2015-08-23,False,@JournoStephen I don't know a single high-achieving woman who has not been judged on her looks in a way man would not have been. Not one.,know single high achieve woman judge look way man would one,0.0,neutral
2805,2015-08-23,False,@JournoStephen Agreed on 2 out of 3 points (movie star and hugely talented). I'm always going to have a very different perspective on this.,agree point movie star hugely talented always go different perspective,0.7264,positive
2806,2015-08-23,False,"@JournoStephen But forgive me: this doesn't happen in anything like the same way with male politicians, #HunkyJim notwithstanding.",forgive happen anything like way male politician hunkyjim notwithstanding,0.5574,positive
2807,2015-08-23,False,@JournoStephen 1/2 It *is* nice. I'd always rather be told I've scrubbed up well than that I'm an ugly old cow (had both).,nice always rather tell scrub well ugly old cow,0.1531,positive
2808,2015-08-23,False,@JournoStephen It isn't sexist to say a woman's good-looking but framing a political race in terms of who's most shaggable very much is.,sexist say woman good look frame political race term shaggable much,0.4404,positive
2809,2015-08-23,False,"@andrewbrutto Sorry about the result Andrea, but thank you for the pic! xxx",sorry result andrea thank pic xxx,0.296,positive
2810,2015-08-22,False,RT @MuggleNet: We raise our wands in memory of late #HBP actor Rob Knox (Marcus Belby). Read more about him: http://t.co/3v2NTOtqbo http://…,raise wand memory late hbp actor rob knox marcus belby read,-0.5574,negative
2811,2015-08-22,False,"@PhelpsieSarah Is it storm-tossed? And are you feeling wistful? Otherwise it's just a brisk walk, not a *beautiful moment*.",storm toss feel wistful otherwise brisk walk beautiful moment,0.6705,positive
2812,2015-08-22,False,"@PhelpsieSarah Live the dream, Sarah. Live the dream.",live dream sarah live dream,0.4588,positive
2813,2015-08-21,False,"@BooGarry @BrianSpanner1 Cat-embellished accounts are often a bit mixed message. ""Die u unionist c***"" next to pic of Kitty having a snooze.",cat embellish account often bite mixed message die unionist next pic kitty snooze,-0.5994,negative
2814,2015-08-21,False,@egabbert @TriciaLockwood I was just a little bit sick in my mouth.,little bit sick mouth,-0.4627,negative
2815,2015-08-21,False,"RT @lumos: To learn more about @lumos work in #Bulgaria, see here &gt; http://t.co/j6Tnj4CLWY%",learn work bulgaria see gt,0.2732,positive
2816,2015-08-21,False,@BrianSpanner1 Pure gold. The only thing that would make that better is an adorable profile pic of the pet cat. #Goebbels,pure gold thing would make good adorable profile pic pet cat goebbels,0.7269,positive
2817,2015-08-21,False,"I don't blame you, Tom. *

* I do blame Tom.

 https://t.co/9cM0CaZpn4",blame tom blame tom,-0.5859,negative
2818,2015-08-21,True,Dumbledore as death. It's a beautiful theory and it fits. https://t.co/QqTQm2QnI0,dumbledore death beautiful theory fit,0.3612,positive
2819,2015-08-21,False,"No, you're just jinxed. It'll wear off by teatime.  https://t.co/gAkbWlYeEu",jinxed wear teatime,0.0,neutral
2820,2015-08-21,True,Hagrid couldn't produce a Patronus. It's a very difficult spell. https://t.co/TRDVNvSEdR,hagrid produce patronus difficult spell,-0.3612,negative
2821,2015-08-21,False,"Answering that would give away a huge amount. To quote Chris Cornell: ""You know my name."" https://t.co/BzHLelUvCR",answer would give away huge amount quote chris cornell know name,0.3182,positive
2822,2015-08-21,False,Awwww...  https://t.co/hlaieGDokx,awwww,0.0,neutral
2823,2015-08-21,False,"Good theory, because I do think Tom was cursed in the way that you suggest, but no, he's not the child.  https://t.co/AdX85WIqiX",good theory think tom curse way suggest child,-0.1531,negative
2824,2015-08-20,False,"Yes. Yes, you did. https://t.co/BRB2q39jq3",yes yes,0.6597,positive
2825,2015-08-20,False,Wonderful news. #Bulgaria continues to set the pace in deinstitutionalisation.  https://t.co/UsHX2auI4R,wonderful news bulgaria continue set pace,0.5719,positive
2826,2015-08-20,False,"@kevverage “I have only ever made one prayer to God, a very short one: ‘O Lord, make my enemies ridiculous.’ And God granted it.” - Voltaire",ever make one prayer god short one lord make enemy ridiculous god grant voltaire,-0.0772,negative
2827,2015-08-19,False,@JournoStephen @andrewbrutto @ardit_haliti http://t.co/5DpK1TC1VC,,0.0,neutral
2828,2015-08-19,False,@JournoStephen And for how long does one hold the pose? Is it dependent on the music or until someone notices or what?,long one hold pose dependent music someone notice,0.0,neutral
2829,2015-08-19,False,@JournoStephen I did not see that analogy coming.,see analogy come,0.0,neutral
2830,2015-08-19,False,"RT @lumos: Children affected by crisis need family care, not life in an orphanage. Our CEO's blog on the Ebola crisis #whd2015 http://t.co/…%",child affect crisis need family care life orphanage ceo blog ebola crisis whd,-0.7184,negative
2831,2015-08-19,False,RT @lumos: #Children who live in institutions are particularly vulnerable during and post humanitarian crisis #WHD2015%,child live institution particularly vulnerable post humanitarian crisis whd,-0.7425,negative
2832,2015-08-17,False,"Well, it certainly IS a coincidence. https://t.co/SiN5Pgpdfn",well certainly coincidence,0.5423,positive
2833,2015-08-17,True,"#FantasticBeasts: prequel.

#CursedChild: NOT a prequel.

Simple!*

*I'll be repeating this daily for months. https://t.co/Rzyx5TrCkk",fantasticbeasts prequel cursedchild prequel simple repeat daily month,0.0,neutral
2834,2015-08-17,False,Exciting. https://t.co/r95qEXKDss,excite,0.4767,positive
2835,2015-08-16,False,RT @JRhodesPianist: There is much good out there. Lovely. (via @michaelbartelle) http://t.co/tXQaLocWDs,much good lovely via,0.7717,positive
2836,2015-08-16,False,"Happy Birthday and many, many, many happy returns to perennial source of love and light @Evy_Lynch! xxxxx http://t.co/AYcCIZLTJc",happy birthday many many many happy return perennial source love light xxxxx,0.9118,positive
2837,2015-08-15,True,Yes (but distant). https://t.co/EtpXLRwCFf,yes distant,0.4019,positive
2838,2015-08-15,True,"Well, I think it's widely known that that characters of (Porpen)tina and Queenie are sisters, but not that their surname is Goldstein.",well think widely know character porpen tina queenie sister surname goldstein,0.2732,positive
2839,2015-08-15,True,"I feel I owe you a bit of #FantasticBeasts information after you all got behind @Scotlandteam, so let's see...",feel owe bit fantasticbeasts information get behind let see,0.0,neutral
2840,2015-08-15,False,Thanks to all of you who supported @Scotlandteam! #AsOne,thanks support asone,0.6808,positive
2841,2015-08-15,False,GREAT performance by @Scotlandteam but sadly final score 22-28 to @IrelandTeamRS.,great performance sadly final score,0.3182,positive
2842,2015-08-15,False,@IrelandTeamRU 28 @Scotlandteam 22. [Deletes string of swearwords typed to relieve pent up feelings].,deletes string swearword type relieve pent feeling,0.4588,positive
2843,2015-08-15,False,"RT @SnitchSeeker: Happy birthday to Jim Dale, narrator of the U.S. #HarryPotter audiobooks, who turns 80 yrs old on Aug. 15, 2015!! http://…",happy birthday jim dale narrator harrypotter audiobooks turn yrs old aug,0.5719,positive
2844,2015-08-15,False,@Scotlandteam 22 @IrelandTeamRU 21! 15 minutes left and my nerves can't take much more of this. This may be beyond the reach of tea. #AsOne,minute leave nerve take much may beyond reach tea asone,-0.0258,negative
2845,2015-08-15,False,Yep. @IrelandTeamRU 21 @Scotlandteam 15.  #AsOne,yep asone,0.296,positive
2846,2015-08-15,False,"@Scotlandteam 15 @IrelandTeamRU 14!  See, this is why it doesn't pay to get interested in sport. The anxiety...",see pay get interested sport anxiety,0.1531,positive
2847,2015-08-15,False,@kxllswxtch You need http://t.co/BMKOHYPGAZ.  Stay strong.  It really WILL get better. xxx,need stay strong really get good xxx,0.7564,positive
2848,2015-08-15,False,@IrelandteamRS 14 @Scotlandteam 12. #AsOne,asone,0.0,neutral
2849,2015-08-15,False,Don't you dare let their laughter extinguish your ambition. Turn it into fuel! Big hugs from one writer to another x https://t.co/w3lYXAosJj,dare let laughter extinguish ambition turn fuel big hug one writer another,0.743,positive
2850,2015-08-15,False,7-12 TO SCOTLAND! #AsOne,scotland asone,0.0,neutral
2851,2015-08-15,False,Back.  Nervous.  Tea is helping.,back nervous tea help,0.1531,positive
2852,2015-08-15,False,Half-time. I need tea.,half time need tea,0.0,neutral
2853,2015-08-15,False,7 - 7!  #AsOne,asone,0.0,neutral
2854,2015-08-15,False,"Hmm... if @ScotlandTeam wins, I'll give you some #FantasticBeasts info, how's that?  Tweet #AsOne to help! https://t.co/hSOYgp15Rv",hmm win give fantasticbeasts info tweet asone help,0.7579,positive
2855,2015-08-15,False,"For the uninitiated, Big Jim H looks like Hagrid's younger brother. @ScotlandTeam also has a player called Tonks. https://t.co/VXQvbgV8Nj",uninitiated big jim look like hagrid young brother also player call tonks,0.3612,positive
2856,2015-08-15,False,Ouch.  7-0 to @IrelandTeamRS #backingblue #AsOne%,ouch backingblue asone,0.0,neutral
2857,2015-08-15,False,"“I'm a writer and, therefore, automatically a suspicious character.”
― Alfred Hitchcock https://t.co/QtWOdJu0du",writer therefore automatically suspicious character alfred hitchcock,-0.3612,negative
2858,2015-08-15,False,"Unless the other half of your friend is Irish, I don't see the conflict? #backingblue https://t.co/zhoBH8hKwK%",unless half friend irish see conflict backingblue,0.2263,positive
2859,2015-08-15,False,Why?  Lots of their noses look just like his. #ScotlandTeam #backingblue https://t.co/SepwpQ87bZ%,lot nose look like scotlandteam backingblue,0.3612,positive
2860,2015-08-15,False,@reiholmes Thank you very much!,thank much,0.3612,positive
2861,2015-08-15,False,Do what I did: pretend you want to do something else and write on the sly until you're free to do whatever you want! https://t.co/rgWiQq3H7H,pretend want something els write sly free whatever want,0.5423,positive
2862,2015-08-15,False,Thank you!  I hope you think it's worth the wait. I think it's the best so far. https://t.co/D8aYoOa2S1,thank hope think worth wait think best far,0.8885,positive
2863,2015-08-15,False,"RT @AshleighChrich_: @jk_rowling  I think Ireland will win, but Scotland will catch the Golden Snitch... #maybeconfusingthis",think ireland win scotland catch golden snitch,0.5859,positive
2864,2015-08-15,False,RT @AshleighChrich_: @jk_rowling @Scotlandteam @IrelandTeamRS I shall support Scotland too in your honour 😀🏈 xx,shall support scotland honour xx,0.7506,positive
2865,2015-08-15,False,Cruel. #ButNiceOfYouToSaySorry https://t.co/zm6zfgLAOB,cruel,-0.5859,negative
2866,2015-08-15,False,Back from summer holiday just in time to watch @Scotlandteam playing @IrelandTeamRS. Unpacking will have to wait. #backingblue%,back summer holiday time watch play unpacking wait backingblue,0.6249,positive
2867,2015-08-14,False,"My research into the subject matter of #CareerOfEvil literally gave me nightmares, which has never happened before. It's a scary book.",research subject matter careerofevil literally give nightmare never happen scary book,0.4075,positive
2868,2015-08-14,False,Gave me nightmares. https://t.co/n8b46M2GDC,give nightmare,0.0,neutral
2869,2015-08-14,False,It took me three goes to get into Twitter today because I didn't notice I'd spelled my own name 'Rowing'. #forgiven https://t.co/GMfx2KzZAz,take three go get twitter today notice spell name row forgiven,0.3818,positive
2870,2015-08-14,False,@astrolexi Thank you very much!  I hope you like Career of Evil too (it's my favourite so far - out in October!),thank much hope like career evil favourite far october,0.3612,positive
2871,2015-08-13,False,"It's wrong.  I know it is.  But I really, really want one.  https://t.co/vTt5MqioHV",wrong know really really want one,-0.3024,negative
2872,2015-08-13,False,RT @lumos: On #Alevelresults day anyone thinking of #volunteering on their #gapyear should watch this film from @BuildingBetterW http://t.c…%,alevelresults day anyone think volunteer gapyear watch film,0.0,neutral
2873,2015-08-13,False,RT @Masters_JamesD: A privilege to meet @henryfraser0 the man who paints with his mouth.  http://t.co/Bt6xEVpoR2 truly inspirational man. h…,privilege meet man paint mouth truly inspirational man,0.8271,positive
2874,2015-08-12,False,RT @lumos: This amazing animation was created by @lumos young self-advocates in Czech Republic– watch &amp; be inspired on #YouthDay http://t.c…%,amaze animation create young self advocate czech republic watch amp inspire youthday,0.8519,positive
2875,2015-08-12,False,"@JamieRoss7 I bet he's a huge fan of mine, so that'll help enormously.",bet huge fan mine help enormously,0.743,positive
2876,2015-08-12,False,"@JamieRoss7 At a loss to understand why you're a low denomination wizarding coin, but it's actually spelled 'Knut'.",loss understand low denomination wizard coin actually spell knut,-0.5267,negative
2877,2015-08-12,False,"RT @JournoStephen: I'm just going to leave this here, @jk_rowling #ExpectoPugtronum http://t.co/lXzJymLdvw",go leave,-0.0516,negative
2878,2015-08-12,False,"@Sathnam @Okwonga OK, I'll be a character witness at the inquiry. Any dodgy jokes, though, and @hugorifkind made you do it.",ok character witness inquiry dodgy joke though make,0.3612,positive
2879,2015-08-12,False,@Okwonga @Sathnam Exactly. Go for it!,exactly go,0.0,neutral
2880,2015-08-12,False,"RT @JournoStephen: An SNP MP declaring that London is not ""evil"" is now newsworthy in Scotland http://t.co/Vr3NRHb1Nr%",snp mp declare london evil newsworthy scotland,-0.6597,negative
2881,2015-08-11,False,Newspaper owned by man who got rich peddling pornography condemns the BBC for filming migrants singing hymns. http://t.co/SajRjwJ9EB,newspaper own man get rich peddle pornography condemns bbc film migrant sing hymn,0.0772,positive
2882,2015-08-10,False,"RT @lumos: ""The effects last a lifetime” Lumos CEO Georgette Mulheir explains why institutions harm children &gt; http://t.co/lG5qtsMeoQ @luan…%",effect last lifetime lumos ceo georgette mulheir explains institution harm child gt,-0.34,negative
2883,2015-08-09,True,"@Cyn_parra I'm really proud to think that Harry Potter helped, but you did all the hard work! Congratulations!",really proud think harry potter help hard work congratulation,0.8622,positive
2884,2015-08-09,False,@NeilBlairTBP Congrats!  Great result! xx,congrats great result xx,0.8176,positive
2885,2015-08-09,True,Flourish and Blotts. It's about halfway down Diagon Alley on the left hand side.   https://t.co/Uhivkgza7P,flourish blotts halfway diagon alley leave hand side,0.4588,positive
2886,2015-08-09,False,@NeilBlairTBP Good luck xx,good luck xx,0.7096,positive
2887,2015-08-08,False,To all those begging for Potter-on-Ice: the image of Ice Voldemort performing the triple salchow will haunt my dreams tonight. #sick,beg potter ice image ice voldemort perform triple salchow haunt dream tonight sick,-0.6124,negative
2888,2015-08-08,False,"Ich kann es besser verstehen als sprechen. Is that right? I'm not very good, as you can tell! https://t.co/oEBgf99Wqh",ich kann e besser verstehen al sprechen right good tell,0.4404,positive
2889,2015-08-08,True,The equivalent is the International Confederation of Wizards. https://t.co/7DcIVI1TIg,equivalent international confederation wizard,0.0,neutral
2890,2015-08-08,False,"Right after the opera, Potter-on-ice and the interpretative dance version of Beedle the Bard #NotActuallyHappening https://t.co/fJgy5rlwBc",right opera potter ice interpretative dance version beedle bard,0.0,neutral
2891,2015-08-08,False,"No, I'm using my brain - I used to live in Portugal! https://t.co/VbKJqW28IS",use brain use live portugal,0.0,neutral
2892,2015-08-08,False,".@PauliePoBoy No, it's a single body.",single body,0.0,neutral
2893,2015-08-08,False,Qualquer coisa. https://t.co/PPcPc04hE5,qualquer coisa,0.0,neutral
2894,2015-08-08,False,Ut here ill he adness nd? https://t.co/M2tPBVUPsy,ut ill ad nd,-0.4215,negative
2895,2015-08-08,False,"While we're on the subject of dropping letters, would it hurt to say the 'h' in herbs? https://t.co/sPj2WkhLW0",subject drop letter would hurt say herb,-0.6705,negative
2896,2015-08-08,False,@PhelpsieSarah @ArtyBagger I loved the Clangers so much. They were melancholy in a really good way.,love clanger much melancholy really good way,0.6697,positive
2897,2015-08-08,False,@ArtyBagger Did you see the soup dragon?,see soup dragon,0.0,neutral
2898,2015-08-08,False,.@basiliscarl But how will I know which are your favourite characters?,know favourite character,0.0,neutral
